iter	Logloss
846	0.3503523043
847	0.3502870529
848	0.3502615202
849	0.3501675614
850	0.3500947694
851	0.3500249401
852	0.3499840727
853	0.3499206022
854	0.3498660977
855	0.3498385289
856	0.349776685
857	0.3497141263
858	0.3496484647
859	0.3495888115
860	0.3495259116
861	0.3494603089
862	0.3493993401
863	0.3493192819
864	0.3492689131
865	0.3491554772
866	0.3490611348
867	0.3489756477
868	0.3489318438
869	0.3488647752
870	0.3488380939
871	0.3487679388
872	0.3487269519
873	0.348616404
874	0.348575333
875	0.3485114377
876	0.3484552909
877	0.348394679
878	0.3483169495
879	0.3482902507
880	0.3482252033
881	0.3481419577
882	0.3481026105
883	0.3480422841
884	0.3479942641
885	0.3478997728
886	0.3478424593
887	0.3477759714
888	0.3477029493
889	0.3476513921
890	0.3475901184
891	0.3475341505
892	0.3474762794
893	0.347448355
894	0.3474300249
895	0.3473908086
896	0.3473282468
897	0.3472375936
898	0.347207591
899	0.347147895
900	0.3471193883
901	0.347035577
902	0.3469910212
903	0.3469499782
904	0.3469129946
905	0.346880516
906	0.346808284
907	0.3467529121
908	0.3466737645
909	0.3466570896
910	0.3465867662
911	0.3465336065
912	0.3464767356
913	0.3464176229
914	0.3463536045
915	0.3463141562
916	0.3462526418
917	0.3462049478
918	0.3461394496
919	0.3460834417
920	0.3460283554
921	0.3459685404
922	0.3459347331
923	0.34587488
924	0.345839275
925	0.3457805644
926	0.3457687142
927	0.345701503
928	0.3456152949
929	0.3455344966
930	0.3454710688
931	0.3454039542
932	0.3453715025
933	0.3453026163
934	0.345221513
935	0.3451780348
936	0.3450993047
937	0.3450525584
938	0.3449947875
939	0.3449546439
940	0.3449107562
941	0.3448624097
942	0.3448111118
943	0.3447435202
944	0.3446207698
945	0.3445725112
946	0.344510836
947	0.3444536832
948	0.3444289302
949	0.3443544051
950	0.3442992663
951	0.3442376804
952	0.3441847851
953	0.3441309511
954	0.3441023904
955	0.3440603051
956	0.344008385
957	0.3439419257
958	0.3439120665
959	0.3438235618
960	0.3437443407
961	0.3436721299
962	0.3436062891
963	0.3435864306
964	0.3435597013
965	0.3434975014
966	0.3434513439
967	0.343382299
968	0.3433211203
969	0.3432668287
970	0.3432070322
971	0.3431713794
972	0.3431144026
973	0.3430668163
974	0.3430185732
975	0.3429617462
976	0.3429039566
977	0.3428391321
978	0.3428082358
979	0.3427501966
980	0.3426941295
981	0.3426147818
982	0.3425311417
983	0.3425168131
984	0.3424940455
985	0.3423986136
986	0.3423415047
987	0.3422992402
988	0.342251179
989	0.3421924864
990	0.3421015421
991	0.342044382
992	0.3419642212
993	0.3419162546
994	0.3418057124
995	0.3417630978
996	0.3417095401
997	0.3416577553
998	0.3415818375
999	0.3415218526
1000	0.3414812329
